Injury,State,FireDeptID,Month,Day,Year,IncidentNumber,IncidentType,AddressIsWildland,AidGivenOrReceived,TimeNotified,TimeArrived,ShiftCoveringIncident,Alarms,District,ActionTaken1,ActionTaken2,ActionTaken3,ApparatusUsed,SuppressionApparatus,EMSApparatus,OtherApparatus,SuppressionPersonnel,EMSPersonnel,OtherPersonnel,MutualAid,PropertyUseCode,Address,ZipCode
0,NE,01011,1,04,1999,0990004,320,N,N,0903,0906,C,1,,22,31,,N,0,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,1,09,1999,0990007,462,N,N,1459,1502,B,1,,92,,,N,3,0,1,6,0,0,N,972,EPPLEY AIRFIELD OMAHA,68119
0,NE,01011,1,12,1999,0990011,320,N,N,2334,2337,A,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,1,13,1999,0990012,462,N,N,0818,0821,C,1,,92,,,N,2,0,1,5,0,0,N,900,EPPLEY AIRFIELD,68119
0,NE,01011,1,13,1999,0990013,462,N,N,1115,1118,C,2,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,1,14,1999,0990014,462,N,N,1900,1903,A,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,1,15,1999,0990015,462,N,N,1630,1634,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,1,18,1999,0990017,320,N,N,1020,1022,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,1,18,1999,0990018,320,N,N,1206,1208,B,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,1,18,1999,0990019,462,N,N,1500,1500,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,1,20,1999,0990020,410,N,N,0705,0708,A,1,,92,,,N,3,0,1,6,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,1,21,1999,0990021,462,N,N,2134,2137,A,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,1,26,1999,0990024,320,N,N,1721,1723,C,1,,22,31,,N,1,0,1,5,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,1,27,1999,0990025,500,N,N,0019,0021,C,2,,86,,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,1,27,1999,0990026,462,N,1,2319,2321,B,2,,92,,,N,6,0,3,21,0,0,N,900,EPPLEY AIRFIELD,68119
0,NE,01011,2,01,1999,0990323,320,N,N,1510,1513,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,2,04,1999,0990028,320,N,N,1535,1537,C,2,,22,31,,N,1,0,1,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,2,04,1999,0990045,320,N,N,0404,0407,C,1,,22,31,,N,2,0,2,8,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,2,05,1999,0990029,462,N,N,1125,1125,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,2,06,1999,0990030,320,N,N,0041,0042,B,1,,22,31,,N,1,0,1,4,0,0,N,171,"EPPLEY AIRFIELD, OMAH",68119
0,NE,01011,2,12,1999,0980032,320,N,N,0831,0833,B,1,,22,31,,N,2,0,2,10,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,2,16,1999,0990034,320,N,N,1145,1147,B,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,2,17,1999,0990035,320,N,N,1705,1707,A,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,2,23,1999,0990039,462,N,N,1035,1038,B,1,,22,31,,N,2,0,2,9,0,0,N,171,"EPPLEY AIRFIELD, OMAH",68119
0,NE,01011,2,23,1999,0990041,400,N,N,1229,1230,B,1,,92,,,N,2,0,1,5,0,0,N,962,EPPLEY AIRFIELD,68119
0,NE,01011,2,25,1999,0990043,320,N,N,2235,2241,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,2,27,1999,0990044,462,N,N,1420,1423,C,1,,92,,,N,0,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,3,04,1999,0990046,400,N,N,1802,1803,B,,,92,,,N,1,0,1,4,0,0,N,882,EPPLEY AIRFIELD,68119
0,NE,01011,3,05,1999,0990047,462,N,N,1258,1302,A,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,3,05,1999,0990048,320,N,N,1258,1300,A,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,3,05,1999,0990049,320,N,N,1429,1431,A,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,3,06,1999,0990051,320,N,N,1233,1236,B,1,,22,31,,N,0,0,1,2,0,0,N,962,EPPLEY AIRFIELD,68119
0,NE,01011,3,06,1999,0990052,320,N,N,2214,2216,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,3,08,1999,0990053,500,N,N,1227,1230,C,1,,92,,,N,1,0,1,4,0,0,N,931,EPPLEY AIRFIELD,68119
0,NE,01011,3,08,1999,0990054,500,N,N,1403,1405,C,2,,92,,,N,1,0,0,1,0,0,N,962,EPPLEY AIRFIELD,68119
0,NE,01011,3,13,1999,0990058,320,N,N,1005,1007,B,1,,22,31,,N,0,0,1,2,0,0,N,962,EPPLEY AIRFIELD OMAHA,68119
0,NE,01011,3,16,1999,0990060,320,N,N,1006,1008,A,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,3,17,1999,0990061,320,N,N,1152,1155,C,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,3,18,1999,0990062,500,N,1,0442,0445,C,2,,86,,,N,5,0,2,10,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,3,21,1999,0990063,320,N,N,1222,1227,C,1,,22,31,,N,0,0,1,2,0,0,N,962,EPPLEY AIRFIELD,68119
0,NE,01011,3,24,1999,0990065,320,N,N,1554,1555,B,1,,22,31,,N,0,0,1,2,0,0,N,171,"EPPLEY AIRFIELD, OMAH",68119
0,NE,01011,3,24,1999,0990066,462,N,N,1945,1947,B,1,,92,,,N,3,0,1,6,0,0,N,972,EPPLEY AIRFIELD,68119
0,NE,01011,3,25,1999,0990067,651,N,N,2004,2006,A,1,,86,,,N,0,0,1,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,3,26,1999,0990068,462,N,N,2042,2045,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,3,29,1999,0990070,462,N,N,1545,1550,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,4,03,1999,0990072,462,N,N,1102,1105,A,1,,92,,,N,1,0,1,4,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,4,07,1999,0990073,320,N,N,1307,1309,B,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,07,1999,0990074,320,N,N,1339,1341,B,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,08,1999,0990075,320,N,N,1152,1154,C,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,08,1999,0990076,320,N,N,1445,1447,C,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,08,1999,0990077,320,N,N,1914,1916,C,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,09,1999,0990078,320,N,N,1345,1350,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,4,09,1999,0990079,462,N,N,1422,1423,B,1,,92,,,N,2,0,1,5,0,0,N,900,EPPLEY AIRFIELD,68119
0,NE,01011,4,11,1999,0990080,320,N,N,0555,0558,A,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,11,1999,0990081,462,N,N,1340,1342,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,4,12,1999,0990082,651,N,N,1416,1418,A,1,,86,,,N,3,0,1,6,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,4,12,1999,0990095,462,N,N,1220,1223,A,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,4,13,1999,0990083,462,N,N,1226,1230,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,4,13,1999,0990084,462,N,N,1827,1830,C,2,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,4,15,1999,0990085,320,N,N,1222,1225,C,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,15,1999,0990087,320,N,N,1653,1655,C,3,,22,31,,N,1,0,1,5,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,16,1999,0990088,320,N,N,1624,1627,B,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,18,1999,0990090,320,N,N,0650,0651,C,2,,22,31,,N,1,0,1,6,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,4,18,1999,0990091,462,N,1,0736,0738,B,1,,92,,,N,7,0,3,21,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,4,20,1999,0990092,462,N,N,2035,2038,B,1,,92,,,N,3,0,1,6,0,0,N,973,EPPLEY AIRFIELD OMAHA,68119
0,NE,01011,4,21,1999,0990093,462,N,N,0705,0706,B,1,,92,,,N,3,0,1,6,0,0,N,900,EPPLEY AIRFIELD,68119
0,NE,01011,4,21,1999,0990094,130,N,N,1212,1214,A,1,,86,,,N,1,0,1,3,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,22,1999,0990096,462,N,N,1430,1435,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,4,22,1999,0990098,462,N,N,2230,2235,C,3,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,4,23,1999,0990100,462,N,N,1915,1918,A,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,4,26,1999,0990101,900,N,N,0900,0902,C,1,,00,,,N,0,0,2,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,4,27,1999,0990102,320,N,N,1006,1009,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,4,30,1999,0990106,462,N,N,1638,1641,A,1,,92,,,N,3,0,1,6,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,5,03,1999,0990108,320,N,N,1822,1824,C,2,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,5,08,1999,0990111,462,N,N,0852,0854,B,1,,92,,,N,2,0,1,5,0,0,N,900,"EPPLEY AIRFIELD, OMAH",68119
0,NE,01011,5,10,1999,0990112,462,N,N,1236,1240,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,5,11,1999,0990113,320,N,N,1324,1326,A,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,5,21,1999,0990119,462,N,N,1330,1336,C,1,,22,31,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,5,23,1999,0990120,320,N,N,1019,1022,C,1,,22,31,,N,1,0,1,3,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,6,01,1999,0990128,500,N,N,2100,2105,C,1,,00,,,N,2,0,1,5,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,6,02,1999,0990129,320,N,N,0912,0914,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,6,02,1999,0990130,462,N,1,0100,0102,B,1,,92,,,N,6,0,3,25,0,0,N,900,"EPPLEY AIRFIELD, OMAH",68110
0,NE,01011,6,03,1999,0990131,320,N,N,1220,1222,A,1,,22,31,,N,2,0,2,10,0,0,N,900,EPPLEY AIRFIELD,68119
0,NE,01011,6,11,1999,0990135,462,N,N,1020,1020,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68110
0,NE,01011,6,15,1999,0990139,410,N,N,0241,0243,A,1,,92,,,N,3,0,1,6,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,6,15,1999,0990140,320,N,N,1216,1219,C,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,6,18,1999,0990143,462,N,N,1035,1037,B,1,,92,,,N,2,0,1,5,0,0,N,900,EPPLEY AIRFIELD,68110
0,NE,01011,6,19,1999,0990144,462,N,N,1216,1217,C,1,,92,,,N,6,0,3,19,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,6,19,1999,0990146,320,N,N,1803,1805,C,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,6,20,1999,0990147,320,N,N,0802,0804,B,,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD OMAHA,68110
0,NE,01011,6,20,1999,0990148,462,N,N,1350,1352,,,,92,,,N,3,0,1,5,0,0,N,900,EPPLEY AIRFIELD,68110
0,NE,01011,6,21,1999,0990149,320,N,N,1533,1535,A,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,6,21,1999,0990150,462,N,N,1958,2001,A,2,,92,,,N,2,0,1,6,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,6,25,1999,0990153,462,N,N,1540,1545,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68110
0,NE,01011,6,26,1999,0990155,150,N,1,0822,0826,C,1,,11,,,N,1,0,1,5,0,0,N,952,EPPLEY AIRFIELD,68110
0,NE,01011,6,27,1999,0990157,462,N,1,2115,2115,,,,92,,,N,3,0,2,10,0,0,N,973,EPPLEY AIRFIELD,68110
0,NE,01011,6,28,1999,0990158,462,N,N,0920,0925,C,1,,92,,,N,0,0,2,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,6,28,1999,0990160,320,N,N,1615,1617,C,3,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,6,30,1999,0990161,320,N,N,0930,0932,A,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,6,30,1999,0990162,320,N,N,1447,1449,A,2,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,7,05,1999,0990166,462,N,1,1307,1308,C,1,,92,,,N,2,0,3,21,0,0,N,900,EPPLEY AIRFIELD,68110
0,NE,01011,7,05,1999,0990167,500,N,N,1550,1553,C,2,,00,,,N,0,0,2,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,7,05,1999,0990168,320,N,N,0221,0224,C,3,,22,31,,N,1,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,7,07,1999,0990171,462,N,N,1700,1703,C,2,,92,,,N,0,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,7,09,1999,0990173,462,N,N,1858,1900,A,1,,92,,,N,3,0,1,6,0,0,N,900,EPPLEY AIRFIELD,68119
0,NE,01011,7,12,1999,0990174,462,N,N,1050,1053,C,1,,92,,,N,0,0,2,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,7,12,1999,0990175,320,N,N,1303,1305,C,2,,22,31,,N,1,0,1,4,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,7,12,1999,0990176,320,N,N,1340,1340,C,3,,22,31,,N,0,0,0,5,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,7,13,1999,0990178,462,N,N,0326,0329,A,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,7,18,1999,0990180,320,N,N,1107,1109,A,1,,22,31,,N,1,0,2,5,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,7,19,1999,0990181,462,N,N,1328,1330,B,1,,92,,,N,5,0,3,25,0,0,N,900,EPPLEY AIRFIELD,68110
0,NE,01011,7,21,1999,0990184,462,N,N,1815,1817,C,2,,86,,,N,0,0,2,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,7,21,1999,0990185,462,N,N,2040,2043,C,3,,92,,,N,0,0,2,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,7,22,1999,0990187,571,N,N,0830,0835,A,1,,92,,,N,1,0,0,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,7,25,1999,0990190,320,N,N,1248,1250,C,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,7,25,1999,0990191,462,N,1,1545,1547,C,2,,92,,,N,7,0,4,21,0,0,N,972,EPPLEY AIRFIELD,68119
0,NE,01011,7,26,1999,0990192,320,N,N,0830,0831,B,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,7,28,1999,0990194,320,N,N,2035,2037,A,1,,22,31,,N,3,0,1,6,0,0,N,900,EPPLEY AIRFIELD,68119
0,NE,01011,7,30,1999,0990195,500,N,N,1115,1116,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,7,30,1999,0990196,320,N,N,1612,1614,C,2,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,8,01,1999,0990197,320,N,N,0916,0918,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,8,01,1999,0990198,462,N,N,2110,2112,C,2,,92,,,N,0,0,2,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,8,02,1999,0990199,320,N,N,1650,1652,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,8,02,1999,0990200,320,N,N,2241,2243,B,1,,22,31,,N,1,0,2,8,0,0,N,171,EPPLEY AIRFIELD,68110
0,NE,01011,8,03,1999,0990201,500,N,N,1115,1118,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,8,03,1999,0990202,462,N,N,1653,1657,C,2,,92,,,N,0,0,2,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,8,03,1999,0990204,462,N,N,2110,2113,C,5,,UU,,,N,0,0,2,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,8,04,1999,0990206,462,N,N,1320,1325,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,8,06,1999,0990211,320,N,N,1236,1239,B,1,,22,31,,N,1,0,2,8,0,0,N,891,EPPLEY AIRFIELD,68110
0,NE,01011,8,07,1999,0990212,320,N,N,0935,0937,A,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68110
0,NE,01011,8,08,1999,0990213,320,N,N,0945,0948,C,1,,22,31,,N,0,0,1,2,0,0,N,171,"EPPLEY AIRFIELD, OMAH",68110
0,NE,01011,8,12,1999,0990214,462,N,N,1810,1812,C,1,,92,,,N,3,0,1,6,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,8,13,1999,0990215,130,N,N,2348,2350,B,1,,11,,,N,3,0,1,6,0,0,N,973,"EPPLEY AIRFIELD, OMAH",68110
0,NE,01011,8,14,1999,0990216,320,N,N,2202,2204,A,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,8,15,1999,0990217,140,N,N,1752,1755,B,1,,11,,,N,1,0,1,4,0,0,N,931,EPPLEY AIRFIELD OMAHA,68110
0,NE,01011,8,17,1999,0990218,462,N,N,1040,1042,C,1,,92,,,N,1,0,0,2,0,0,N,891,EPPLEY AIRFIELD,68119
0,NE,01011,8,17,1999,0990219,320,N,N,1406,1408,C,2,,22,31,,N,0,0,1,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,8,18,1999,0990220,462,N,N,0830,0832,A,1,,92,,,N,3,0,2,7,0,0,N,972,EPPLEY AIRFIELD,68119
0,NE,01011,8,23,1999,0990225,462,N,N,1212,1215,A,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,8,23,1999,0990226,462,N,N,1413,1416,A,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,8,25,1999,0990227,462,N,N,2110,2112,A,1,,92,,,N,3,0,1,6,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,8,28,1999,0990230,320,N,N,1238,1240,C,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,8,30,1999,0990232,500,N,N,1050,1050,C,1,,86,,,N,0,0,1,2,0,0,N,962,EPPLEY AIRFIELD,68119
0,NE,01011,9,02,1999,0990233,462,N,N,1230,1235,B,1,,92,,,N,1,0,0,2,0,0,N,UUU,EPPLEY AIRFIELD,68119
0,NE,01011,9,02,1999,0990234,320,N,N,1425,1427,B,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68110
0,NE,01011,9,02,1999,0990235,320,N,N,2230,2232,,,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,9,04,1999,0990236,320,N,N,1718,1720,A,1,,22,31,,N,0,0,1,2,0,0,N,891,EPPLEY AIRFIELD,68119
0,NE,01011,9,04,1999,0990237,462,N,N,0615,0618,A,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,9,06,1999,0990238,410,N,N,0920,0921,C,1,,86,,,N,0,0,1,2,0,0,N,645,EPPLEY AIRFIELD,68119
0,NE,01011,9,06,1999,0990239,320,N,N,1442,1445,C,2,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,9,07,1999,0990240,320,N,N,1640,1642,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY,68119
0,NE,01011,9,08,1999,0990241,500,N,N,1650,1652,C,1,,00,,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,9,11,1999,0990242,320,N,N,1039,1040,B,1,,22,31,,N,2,0,2,9,0,0,N,171,EPPLEY AIRFIELD,68110
0,NE,01011,9,11,1999,0990243,462,N,N,1657,1700,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIRFIELD,68110
0,NE,01011,9,12,1999,0990245,320,N,N,1557,1559,A,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,9,13,1999,0990246,462,N,N,1320,1323,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,9,14,1999,0990247,462,N,1,0814,0816,A,1,,92,,,N,6,0,3,25,0,0,N,900,EPPLEY AIRFIELD,68119
0,NE,01011,9,17,1999,0990249,500,N,N,1440,1442,C,1,,92,,,N,0,0,2,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,9,20,1999,0990250,320,N,N,2040,2042,B,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD OMAHA,68110
0,NE,01011,9,21,1999,0990252,320,N,N,1534,1536,A,1,,22,31,,N,2,0,2,10,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,9,22,1999,0990253,410,N,N,1024,1026,B,1,,92,,,N,2,0,1,5,0,0,N,973,EPPLEY AIRFIELD,68119
0,NE,01011,9,25,1999,0990254,320,N,N,1420,1422,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD OMAHA,68110
0,NE,01011,9,28,1999,0990256,462,N,N,2019,2021,A,1,,92,,,N,3,0,1,6,0,0,N,900,EPPLEY AIRAFIELD,68119
0,NE,01011,10,05,1999,0990257,320,N,N,1801,1804,C,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,10,06,1999,0990260,462,N,N,1445,1447,B,1,,92,,,N,1,0,0,2,0,0,N,973,"EPPLEY AIRAFIELD, OMA",68119
0,NE,01011,10,06,1999,0990261,320,N,N,1520,1521,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD OMAHA,68110
0,NE,01011,10,07,1999,0990262,320,N,1,1313,1315,A,1,,22,31,,N,2,0,2,10,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,10,10,1999,0990263,320,N,N,1315,1316,C,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,10,13,1999,0990264,320,N,N,1638,1640,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,10,15,1999,0990269,320,N,N,1316,1318,B,2,,22,31,,N,1,0,1,5,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,10,16,1999,0990270,320,N,N,1253,1255,A,1,,22,31,,N,1,0,1,4,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,10,16,1999,0990271,320,N,N,2048,2050,A,1,,22,31,,N,2,0,2,10,0,0,N,900,EPPLEY AIRFIELD,68119
0,NE,01011,10,18,1999,0990273,500,N,N,0047,0049,B,2,,92,,,N,0,0,2,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,10,19,1999,0990276,462,N,N,1158,1204,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,10,21,1999,0990277,500,N,N,1315,1318,C,2,,UU,,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,10,22,1999,0990279,320,N,N,1050,1052,B,1,,22,31,,N,0,0,1,2,0,0,N,171,EPPLEY AIRFIELD,68119
0,NE,01011,10,24,1999,0990280,462,N,N,1349,1352,B,1,,92,,,N,1,0,0,2,0,0,N,973,EPPLEY AIARFIELD,68110
0,NE,01011,10,26,1999,0990281,410,N,N,1316,1318,B,1,,92,,,N,3,0,1,6,0,0,N,973,EPPLEY AIRFIELD OMAHA,68119
0,NE,01011,10,28,1999,0990282,462,N,N,1200,1205,C,1,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,10,28,1999,0990283,462,N,N,1355,1359,C,2,,92,,,N,1,0,0,2,0,0,N,974,EPPLEY AIRFIELD,68119
0,NE,01011,10,28,1999,0990284,462,N,1,1725,1726,C,3,,92,,,N,5,0,4,20,0,0,N,974,EPPLEY AIRFIELD,68119
